102,236
194,104
135,284
103,288
213,982
208,524
220,219
251,346
188,359
241,378
181,447
193,380
103,132
242,153
241,414
115,442
264,184
161,243
165,463
273,374
194,263
254,102
126,204
259,576
141,228
108,591
163,219
183,387
218,518
188,274
213,806
275,390
205,159
231,130
257,290
126,224
243,318
187,210
204,211
169,1665
150,441
269,399
205,266
204,514
135,155
159,212
148,417
124,382
198,470
221,140
113,279
112,1604
114,284
171,105
169,659
128,230
187,194
225,251
178,423
215,209
219,276
130,2244
273,325
250,330
177,129
183,164
219,521
114,462
254,114
243,222
211,201
160,111
276,174
204,291
135,304
263,262
225,217
149,429
102,273
160,277
254,116
113,244
248,217
210,679
273,409
223,316
131,379
149,421
101,101
184,165
238,231
215,323
231,300
178,447
102,247
208,461
223,221
248,187
187,200
261,239
218,297
177,311
171,179
262,287
255,543
116,563
136,488
131,101
106,103
152,383
245,392
257,124
188,467
104,1465
113,140
128,205
115,243
249,238
220,201
135,300
268,127
119,338
140,561
254,265
251,296
198,382
242,261
271,241
187,201
148,256
272,327
145,456
260,210
191,211
132,744
251,306
149,430
179,777
133,428
196,226
178,271
278,369
263,160
101,235
278,374
255,208
102,319
231,207
151,659
246,336
196,289
180,295
132,380
137,277
122,226
198,309
171,251
170,310
231,232
128,234
102,287
156,345
175,241
208,598
135,162
136,506
182,384
168,281
108,618
128,255
123,541
157,359
106,387
128,258
196,278
249,410
263,225
225,290
113,271
214,242
134,151
150,497
272,128
188,367
259,391
214,184
277,267
159,368
223,156
242,179
148,314
126,270
101,302
273,449
191,338
163,480
224,854
119,236
159,325
125,287
113,277
135,336
271,428
214,209
131,379
136,351
133,284
161,360
246,434
214,267
117,741
115,341
233,532
184,119
251,309
193,415
192,750
201,451
249,287
272,215
216,103
122,463
220,186
135,270
176,242
197,905
141,271
262,464
170,550
171,279
173,437
194,268
119,246
161,363
158,588
128,188
263,150
174,137
251,217
173,579
275,672
165,278
232,427
177,186
238,576
160,107
255,347
110,692
119,195
148,241
162,288
174,184
163,407
134,258
182,497
165,446
221,217
200,344
131,363
201,580
160,282
140,505
188,436
161,278
182,293
212,476
239,678
260,493
151,284
264,204
268,179
240,380
171,165
175,261
204,537
278,341
184,134
108,545
263,150
277,201
216,162
201,417
177,280
115,355
220,301
273,420
171,254
104,771
263,217
103,319
110,1013
202,225
137,104
162,448
152,442
103,145
172,117
158,419
102,222
148,241
277,117
167,601
216,102
260,294
120,2347
216,345
177,114
221,276
276,118
261,367
113,278
160,155
129,413
263,126
180,332
127,657
155,1169
201,315
211,273
106,253
242,273
125,389
153,364
268,209
214,118
220,289
202,138
211,225
189,919
240,374
202,333
241,498
267,201
259,384
168,219
256,848
160,237
250,268
225,284
269,208
238,446
143,584
164,450
216,172
167,359
253,1428
254,237
164,200
135,155
102,132
272,322
137,264
144,1013
103,291
247,270
221,221
241,341
174,295
240,343
233,414
257,206
168,462
233,387
223,199
242,261
121,250
215,517
276,189
195,771
265,575
162,415
252,626
153,405
225,217
250,452
216,234
183,170
174,284
181,413
220,142
231,270
240,329
268,159
147,311
221,254
134,307
198,386
213,807
158,550
254,137
201,543
170,391
138,2177
248,336
198,339
176,323
196,153
231,278
152,848
222,675
232,232
226,462
257,282
184,294
180,356
225,283
272,170
171,213
251,332
186,282
271,524
133,322
159,532
101,320
134,171
243,125
266,481
197,887
233,360
199,963
168,275
137,330
149,368
248,138
176,243
186,515
196,238
194,126
114,480
245,630
267,283
134,244
269,307
177,184
268,272
113,136
191,394
223,311
166,1006
106,212
103,348
176,220
230,971
277,221
195,968
228,504
260,448
196,126
215,325
239,391
156,304
251,201
181,614
145,630
236,715
203,541
255,220
277,210
270,1216
106,117
150,309
205,304
277,100
196,300
170,435
211,208
244,1666
220,209
188,270
242,194
141,306
147,929
183,190
109,799
126,348
269,204
171,104
269,231
243,307
140,331
215,411
171,231
116,229
203,515
184,187
113,252
103,156
272,119
158,627
174,209
101,305
164,235
164,239
175,212
187,121
160,145
267,272
203,246
214,114
172,160
249,239
237,458
193,245
246,218
259,530
136,275
187,209
195,850
264,119
254,175
187,216
101,164
214,241
150,482
265,203
268,173
102,112
246,278
229,1107
141,286
106,121
131,356
208,482
194,135
198,298
170,500
248,139
258,1214
228,517
276,240
173,430
238,492
153,699
204,207
139,1093
226,244
245,263
134,171
230,662
168,345
113,222
273,283
156,244
134,322
269,355
277,180
143,966
183,395
234,538
131,312
175,268
238,311
205,394
231,326
187,292
264,188
134,345
257,286
232,301
205,267
247,319
274,802
236,927
224,374
172,341
128,215
194,244
149,207
141,231
147,941
125,485
209,1906
173,218
175,217
156,269
261,399
242,229
131,236
125,344
146,2218
237,312
232,358
262,552
264,233
137,281
210,611
193,431
247,190
240,527
216,114
122,426
204,532
257,289
183,326
277,109
127,1219
225,284
191,467
264,142
268,101
212,404
175,187
265,571
134,140
269,429
124,436
222,808
182,479
233,273
156,495
126,216
202,254
212,285
272,154
186,387
129,1637
164,296
175,204
215,473
261,475
250,429
149,218
220,194
183,154
221,284
275,319
119,350
117,976
237,852
163,296
278,508
133,387
180,455
248,377
216,100
180,421
160,170
157,955
214,153
131,216
235,697
175,116
267,451
248,343
177,228
254,244
117,306
243,172
234,768
159,323
108,251
105,772
182,330
128,184
276,252
276,277
266,489
114,493
205,344
249,226
240,205
116,503
165,370
198,376
136,370
196,149
277,191
133,230
186,337
164,407
126,232
275,490
266,423
119,260
101,265
246,283
171,243
145,315
197,775
179,345
247,151
219,272
122,432
124,432
203,220
224,853
219,342
212,694
137,279
247,194
184,162
256,672
243,104
141,237
181,381
107,1713
257,248
247,322
172,185
221,300
124,303
202,164
164,278
221,328
179,891
208,369
261,550
145,424
105,520
242,158
210,332
248,214
184,215
109,1118
187,133
218,245
249,324
225,223
247,207
267,517
211,255
222,780
233,352
257,164
242,153
141,105
160,111
219,476
174,213
266,206
267,462
175,183
246,230
225,214
254,137
173,483
277,116
228,378
239,518
157,898
226,238
126,138
223,139
121,592
193,204
128,203
273,443
172,246
150,256
221,330
205,306
268,129
143,969
223,237
241,491
148,378
172,236
142,501
151,235
266,407
223,208
266,545
111,47
126,294
115,306
243,390
177,308
136,462
115,363
176,359
243,101
196,126
168,277
168,385
257,262
187,151
196,235
141,172
271,242
172,243
211,234
191,480
126,291
125,355
252,828
241,312
162,496
186,313
182,478
139,1101
174,173
272,288
254,124
249,384
264,258
174,213
247,126
263,293
105,388
163,476
250,533
121,510
211,288
194,137
115,209
259,240
260,281
202,371
276,345
116,588
163,494
246,284
160,208
106,330
218,250
141,100
119,324
186,457
211,116
128,105
161,314
114,395
119,321
191,499
135,328
220,244
264,214
274,306
247,285
257,122
194,251
193,479
268,306
185,1667
137,116
219,446
122,393
214,224
150,316
264,213
137,331
203,230
101,297
263,269
140,490
250,521
205,392
202,170
149,291
172,121
255,543
242,209
256,636
177,215
278,531
226,593
172,188
262,564
184,238
203,230
245,386
228,560
228,499
264,127
174,165
153,203
101,313
263,171
255,313
226,395
183,168
272,137
121,307
103,362
106,372
276,379
142,707
265,367
156,447
191,256
125,477
278,371
265,438
260,354
137,300
132,518
178,412
218,453
148,463
119,293
192,901
161,200
167,749
180,446
174,163
211,250
155,727
210,643
192,426
188,419
184,229
274,710
236,692
194,333
162,425
251,234
162,441
151,549
232,342
118,2327
216,153
116,269
225,196
231,331
175,161
202,166
218,504
180,273
156,415
140,481
